"id","label","prediction_top","confidence_top","predictions_all","ID","Species"
"ASG0006zpk","count","1","0.7612","{'1': '0.7612', '10': '0.0004', '11-50': '0.0015', '2': '0.1476', '3': '0.0577', '4': '0.0168', '5': '0.0074', '51+': '0.0000', '6': '0.0044', '7': '0.0016', '8': '0.0009', '9': '0.0005'}","16993","cheetah"
"ASG0006zpk","standing","0","0.7657","{'0': '0.7657', '1': '0.2343'}","16993","cheetah"
"ASG0006zpk","resting","0","0.9174","{'0': '0.9174', '1': '0.0826'}","16993","cheetah"
"ASG0006zpk","moving","1","0.6068","{'0': '0.3932', '1': '0.6068'}","16993","cheetah"
"ASG0006zpk","eating","0","0.8450","{'0': '0.8450', '1': '0.1550'}","16993","cheetah"
"ASG0006zpk","interacting","0","0.9993","{'0': '0.9993', '1': '0.0007'}","16993","cheetah"
"ASG0006zpk","babies","0","0.9971","{'0': '0.9971', '1': '0.0029'}","16993","cheetah"
"ASG0006zn2","species","cheetah","0.7464","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0001', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0002', 'cattle': '0.0000', 'cheetah': '0.7464', 'civet': '0.0001', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0001', 'fire': '0.0000', 'gazellegrants': '0.0001', 'gazellethomsons': '0.0004', 'genet': '0.0000', 'giraffe': '0.0001', 'guineafowl': '0.0353', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0002', 'human': '0.0001', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0008', 'hyenastriped': '0.0001', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0038', 'koribustard': '0.0801', 'kudu': '0.0000', 'leopard': '0.0193', 'lionfemale': '0.0714', 'lionmale': '0.0019', 'mongoose': '0.0020', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0001', 'otherbird': '0.0243', 'porcupine': '0.0004', 'reedbuck': '0.0000', 'reptiles': '0.0025', 'rhinoceros': '0.0000', 'rodents': '0.0001', 'sable': '0.0000', 'secretarybird': '0.0001', 'serval': '0.0089', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0002', 'vulture': '0.0001', 'warthog': '0.0001', 'waterbuck': '0.0000', 'wildcat': '0.0001', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0002', 'zorilla': '0.0000'}","16994","cheetah"
"ASG0006zn2","count","2","0.5234","{'1': '0.2025', '10': '0.0000', '11-50': '0.0000', '2': '0.5234', '3': '0.2228', '4': '0.0355', '5': '0.0125', '51+': '0.0000', '6': '0.0024', '7': '0.0005', '8': '0.0003', '9': '0.0001'}","16994","cheetah"
"ASG0006zn2","standing","0","0.9174","{'0': '0.9174', '1': '0.0826'}","16994","cheetah"
"ASG0006zn2","resting","1","0.5811","{'0': '0.4189', '1': '0.5811'}","16994","cheetah"
"ASG0006zn2","moving","0","0.7095","{'0': '0.7095', '1': '0.2905'}","16994","cheetah"
"ASG0006zn2","eating","0","0.9072","{'0': '0.9072', '1': '0.0928'}","16994","cheetah"
"ASG0006zn2","interacting","0","0.9923","{'0': '0.9923', '1': '0.0077'}","16994","cheetah"
"ASG0006zn2","babies","0","0.9792","{'0': '0.9792', '1': '0.0208'}","16994","cheetah"
"ASG0006zpe","species","lionfemale","0.5164","{'aardvark': '0.0001', 'aardwolf': '0.0007', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0023', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0029', 'cattle': '0.0000', 'cheetah': '0.2519', 'civet': '0.0002', 'dikdik': '0.0013', 'duiker': '0.0002', 'eland': '0.0003', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0016', 'gazellethomsons': '0.0052', 'genet': '0.0002', 'giraffe': '0.0001', 'guineafowl': '0.0285', 'hare': '0.0004', 'hartebeest': '0.0002', 'hippopotamus': '0.0000', 'honeybadger': '0.0012', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0129', 'hyenastriped': '0.0016', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0360', 'koribustard': '0.0535', 'kudu': '0.0000', 'leopard': '0.0090', 'lionfemale': '0.5164', 'lionmale': '0.0121', 'mongoose': '0.0203', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0001', 'otherbird': '0.0270', 'porcupine': '0.0002', 'reedbuck': '0.0002', 'reptiles': '0.0014', 'rhinoceros': '0.0000', 'rodents': '0.0009', 'sable': '0.0000', 'secretarybird': '0.0001', 'serval': '0.0070', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0013', 'vulture': '0.0003', 'warthog': '0.0012', 'waterbuck': '0.0000', 'wildcat': '0.0007', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0003'}","16995","cheetah"
"ASG0006zpe","count","1","0.7984","{'1': '0.7984', '10': '0.0000', '11-50': '0.0000', '2': '0.1777', '3': '0.0214', '4': '0.0020', '5': '0.0004', '51+': '0.0000', '6': '0.0001', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16995","cheetah"
"ASG0006zpe","standing","0","0.8564","{'0': '0.8564', '1': '0.1436'}","16995","cheetah"
"ASG0006zpe","resting","1","0.6240","{'0': '0.3760', '1': '0.6240'}","16995","cheetah"
"ASG0006zpe","moving","0","0.8279","{'0': '0.8279', '1': '0.1721'}","16995","cheetah"
"ASG0006zpe","eating","0","0.9502","{'0': '0.9502', '1': '0.0498'}","16995","cheetah"
"ASG0006zpe","interacting","0","0.9957","{'0': '0.9957', '1': '0.0043'}","16995","cheetah"
"ASG0006zpe","babies","0","0.9847","{'0': '0.9847', '1': '0.0153'}","16995","cheetah"
"ASG0006zrr","species","cheetah","0.6502","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0001', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0001', 'cattle': '0.0000', 'cheetah': '0.6502', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0001', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0040', 'hyenastriped': '0.0002', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0015', 'koribustard': '0.0006', 'kudu': '0.0000', 'leopard': '0.0236', 'lionfemale': '0.2685', 'lionmale': '0.0438', 'mongoose': '0.0002', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0022', 'porcupine': '0.0001', 'reedbuck': '0.0000', 'reptiles': '0.0009', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0036', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0002', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","16996","cheetah"
"ASG0006zrr","count","2","0.5286","{'1': '0.3940', '10': '0.0000', '11-50': '0.0000', '2': '0.5286', '3': '0.0671', '4': '0.0079', '5': '0.0020', '51+': '0.0000', '6': '0.0003', '7': '0.0001', '8': '0.0000', '9': '0.0000'}","16996","cheetah"
"ASG0006zrr","standing","0","0.9810","{'0': '0.9810', '1': '0.0190'}","16996","cheetah"
"ASG0006zrr","resting","1","0.9229","{'0': '0.0771', '1': '0.9229'}","16996","cheetah"
"ASG0006zrr","moving","0","0.8488","{'0': '0.8488', '1': '0.1512'}","16996","cheetah"
"ASG0006zrr","eating","0","0.9934","{'0': '0.9934', '1': '0.0066'}","16996","cheetah"
"ASG0006zrr","interacting","0","0.9435","{'0': '0.9435', '1': '0.0565'}","16996","cheetah"
"ASG0006zrr","babies","0","0.9631","{'0': '0.9631', '1': '0.0369'}","16996","cheetah"
"ASG0006zkq","species","cheetah","0.7057","{'aardvark': '0.0001', 'aardwolf': '0.0002', 'baboon': '0.0003', 'bat': '0.0000', 'batearedfox': '0.0001', 'buffalo': '0.0003', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0003', 'cattle': '0.0000', 'cheetah': '0.7057', 'civet': '0.0001', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0002', 'elephant': '0.0227', 'fire': '0.0000', 'gazellegrants': '0.0006', 'gazellethomsons': '0.0009', 'genet': '0.0001', 'giraffe': '0.0005', 'guineafowl': '0.0005', 'hare': '0.0000', 'hartebeest': '0.0007', 'hippopotamus': '0.0000', 'honeybadger': '0.0002', 'human': '0.0005', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0688', 'hyenastriped': '0.0005', 'impala': '0.0000', 'insectspider': '0.0002', 'jackal': '0.0037', 'koribustard': '0.0065', 'kudu': '0.0000', 'leopard': '0.0113', 'lionfemale': '0.0829', 'lionmale': '0.0257', 'mongoose': '0.0004', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0012', 'otherbird': '0.0132', 'porcupine': '0.0002', 'reedbuck': '0.0001', 'reptiles': '0.0011', 'rhinoceros': '0.0002', 'rodents': '0.0001', 'sable': '0.0000', 'secretarybird': '0.0035', 'serval': '0.0117', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0001', 'vulture': '0.0006', 'warthog': '0.0321', 'waterbuck': '0.0000', 'wildcat': '0.0001', 'wilddog': '0.0000', 'wildebeest': '0.0005', 'zebra': '0.0012', 'zorilla': '0.0000'}","16997","cheetah"
"ASG0006zkq","count","1","0.8657","{'1': '0.8657', '10': '0.0001', '11-50': '0.0002', '2': '0.1094', '3': '0.0181', '4': '0.0038', '5': '0.0014', '51+': '0.0000', '6': '0.0007', '7': '0.0003', '8': '0.0002', '9': '0.0001'}","16997","cheetah"
"ASG0006zkq","standing","0","0.7431","{'0': '0.7431', '1': '0.2569'}","16997","cheetah"
"ASG0006zkq","resting","0","0.8794","{'0': '0.8794', '1': '0.1206'}","16997","cheetah"
"ASG0006zkq","moving","1","0.6120","{'0': '0.3880', '1': '0.6120'}","16997","cheetah"
"ASG0006zkq","eating","0","0.9536","{'0': '0.9536', '1': '0.0464'}","16997","cheetah"
"ASG0006zkq","interacting","0","0.9939","{'0': '0.9939', '1': '0.0061'}","16997","cheetah"
"ASG0006zkq","babies","0","0.9835","{'0': '0.9835', '1': '0.0165'}","16997","cheetah"
"ASG0006jhd","species","cheetah","0.6022","{'aardvark': '0.0000', 'aardwolf': '0.0003', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0003', 'buffalo': '0.0001', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0005', 'cattle': '0.0000', 'cheetah': '0.6022', 'civet': '0.0001', 'dikdik': '0.0001', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0003', 'fire': '0.0000', 'gazellegrants': '0.0018', 'gazellethomsons': '0.0024', 'genet': '0.0001', 'giraffe': '0.0002', 'guineafowl': '0.0003', 'hare': '0.0000', 'hartebeest': '0.0002', 'hippopotamus': '0.0000', 'honeybadger': '0.0003', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.1524', 'hyenastriped': '0.0015', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0072', 'koribustard': '0.0308', 'kudu': '0.0000', 'leopard': '0.0051', 'lionfemale': '0.1084', 'lionmale': '0.0299', 'mongoose': '0.0019', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0002', 'otherbird': '0.0299', 'porcupine': '0.0003', 'reedbuck': '0.0001', 'reptiles': '0.0039', 'rhinoceros': '0.0000', 'rodents': '0.0002', 'sable': '0.0000', 'secretarybird': '0.0006', 'serval': '0.0073', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0001', 'vulture': '0.0004', 'warthog': '0.0093', 'waterbuck': '0.0000', 'wildcat': '0.0002', 'wilddog': '0.0000', 'wildebeest': '0.0004', 'zebra': '0.0000', 'zorilla': '0.0001'}","16998","cheetah"
"ASG0006jhd","count","1","0.6892","{'1': '0.6892', '10': '0.0000', '11-50': '0.0000', '2': '0.2854', '3': '0.0232', '4': '0.0019', '5': '0.0002', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16998","cheetah"
"ASG0006jhd","standing","0","0.8347","{'0': '0.8347', '1': '0.1653'}","16998","cheetah"
"ASG0006jhd","resting","1","0.9492","{'0': '0.0508', '1': '0.9492'}","16998","cheetah"
"ASG0006jhd","moving","0","0.9555","{'0': '0.9555', '1': '0.0445'}","16998","cheetah"
"ASG0006jhd","eating","0","0.9792","{'0': '0.9792', '1': '0.0208'}","16998","cheetah"
"ASG0006jhd","interacting","0","0.9961","{'0': '0.9961', '1': '0.0039'}","16998","cheetah"
"ASG0006jhd","babies","0","0.9888","{'0': '0.9888', '1': '0.0112'}","16998","cheetah"
"ASG0007tgo","species","cheetah","0.9851","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9851', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.0143', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0006', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","16999","cheetah"
"ASG0007tgo","count","1","0.8048","{'1': '0.8048', '10': '0.0000', '11-50': '0.0000', '2': '0.1931', '3': '0.0020', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","16999","cheetah"
"ASG0007tgo","standing","0","0.6611","{'0': '0.6611', '1': '0.3389'}","16999","cheetah"
"ASG0007tgo","resting","0","0.9990","{'0': '0.9990', '1': '0.0010'}","16999","cheetah"
"ASG0007tgo","moving","1","0.8461","{'0': '0.1539', '1': '0.8461'}","16999","cheetah"
"ASG0007tgo","eating","0","0.9990","{'0': '0.9990', '1': '0.0010'}","16999","cheetah"
"ASG0007tgo","interacting","0","0.9995","{'0': '0.9995', '1': '0.0005'}","16999","cheetah"
"ASG0007tgo","babies","0","0.9797","{'0': '0.9797', '1': '0.0203'}","16999","cheetah"
"ASG0006jl2","species","cheetah","0.8557","{'aardvark': '0.0000', 'aardwolf': '0.0001', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.8557', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0007', 'hyenastriped': '0.0001', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.1188', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0245', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","17000","cheetah"
"ASG0006jl2","count","1","0.9965","{'1': '0.9965', '10': '0.0000', '11-50': '0.0000', '2': '0.0034', '3': '0.0001', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17000","cheetah"
"ASG0006jl2","standing","0","0.9763","{'0': '0.9763', '1': '0.0237'}","17000","cheetah"
"ASG0006jl2","resting","0","0.9996","{'0': '0.9996', '1': '0.0004'}","17000","cheetah"
"ASG0006jl2","moving","1","0.9883","{'0': '0.0117', '1': '0.9883'}","17000","cheetah"
"ASG0006jl2","eating","0","0.9988","{'0': '0.9988', '1': '0.0012'}","17000","cheetah"
"ASG0006jl2","interacting","0","0.9998","{'0': '0.9998', '1': '0.0002'}","17000","cheetah"
"ASG0006jl2","babies","0","0.9979","{'0': '0.9979', '1': '0.0021'}","17000","cheetah"
"ASG00073yf","species","otherbird","0.1749","{'aardvark': '0.0001', 'aardwolf': '0.0000', 'baboon': '0.0013', 'bat': '0.0000', 'batearedfox': '0.0006', 'buffalo': '0.0002', 'bushbuck': '0.0000', 'bushpig': '0.0001', 'caracal': '0.0003', 'cattle': '0.0001', 'cheetah': '0.0080', 'civet': '0.0001', 'dikdik': '0.0001', 'duiker': '0.0001', 'eland': '0.0334', 'elephant': '0.0016', 'fire': '0.0000', 'gazellegrants': '0.0733', 'gazellethomsons': '0.0280', 'genet': '0.0001', 'giraffe': '0.0344', 'guineafowl': '0.1234', 'hare': '0.0001', 'hartebeest': '0.1202', 'hippopotamus': '0.0005', 'honeybadger': '0.0004', 'human': '0.0212', 'hyenabrown': '0.0001', 'hyenaspotted': '0.0034', 'hyenastriped': '0.0002', 'impala': '0.0005', 'insectspider': '0.0017', 'jackal': '0.0084', 'koribustard': '0.0993', 'kudu': '0.0002', 'leopard': '0.0006', 'lionfemale': '0.0463', 'lionmale': '0.0119', 'mongoose': '0.0362', 'monkeysamango': '0.0002', 'nyala': '0.0000', 'ostrich': '0.0176', 'otherbird': '0.1749', 'porcupine': '0.0001', 'reedbuck': '0.0003', 'reptiles': '0.0067', 'rhinoceros': '0.0004', 'rodents': '0.0003', 'sable': '0.0000', 'secretarybird': '0.0056', 'serval': '0.0001', 'steenbok': '0.0001', 'topi': '0.0013', 'vervetmonkey': '0.0016', 'vulture': '0.0005', 'warthog': '0.1238', 'waterbuck': '0.0000', 'wildcat': '0.0002', 'wilddog': '0.0001', 'wildebeest': '0.0009', 'zebra': '0.0086', 'zorilla': '0.0001'}","17001","cheetah"
"ASG00073yf","count","1","0.4129","{'1': '0.4129', '10': '0.0007', '11-50': '0.0017', '2': '0.3225', '3': '0.1670', '4': '0.0521', '5': '0.0256', '51+': '0.0000', '6': '0.0099', '7': '0.0042', '8': '0.0022', '9': '0.0010'}","17001","cheetah"
"ASG00073yf","standing","0","0.8281","{'0': '0.8281', '1': '0.1719'}","17001","cheetah"
"ASG00073yf","resting","0","0.9904","{'0': '0.9904', '1': '0.0096'}","17001","cheetah"
"ASG00073yf","moving","1","0.7809","{'0': '0.2191', '1': '0.7809'}","17001","cheetah"
"ASG00073yf","eating","0","0.8520","{'0': '0.8520', '1': '0.1480'}","17001","cheetah"
"ASG00073yf","interacting","0","0.9958","{'0': '0.9958', '1': '0.0042'}","17001","cheetah"
"ASG00073yf","babies","0","0.9867","{'0': '0.9867', '1': '0.0133'}","17001","cheetah"
"ASG0007wen","species","cheetah","0.9636","{'aardvark': '0.0000', 'aardwolf': '0.0001', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0001', 'cattle': '0.0000', 'cheetah': '0.9636', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0027', 'hyenastriped': '0.0002', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0001', 'koribustard': '0.0003', 'kudu': '0.0000', 'leopard': '0.0278', 'lionfemale': '0.0019', 'lionmale': '0.0002', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0001', 'otherbird': '0.0001', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0020', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0006', 'zorilla': '0.0000'}","17002","cheetah"
"ASG0007wen","count","1","0.9907","{'1': '0.9907', '10': '0.0000', '11-50': '0.0000', '2': '0.0089', '3': '0.0004', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17002","cheetah"
"ASG0007wen","standing","0","0.9713","{'0': '0.9713', '1': '0.0287'}","17002","cheetah"
"ASG0007wen","resting","0","0.9921","{'0': '0.9921', '1': '0.0079'}","17002","cheetah"
"ASG0007wen","moving","1","0.9797","{'0': '0.0203', '1': '0.9797'}","17002","cheetah"
"ASG0007wen","eating","0","0.9976","{'0': '0.9976', '1': '0.0024'}","17002","cheetah"
"ASG0007wen","interacting","0","0.9996","{'0': '0.9996', '1': '0.0004'}","17002","cheetah"
"ASG0007wen","babies","0","0.9659","{'0': '0.9659', '1': '0.0341'}","17002","cheetah"
"ASG0008imd","species","cheetah","0.6098","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.6098', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.2601', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.1300', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","17003","cheetah"
"ASG0008imd","count","1","0.9997","{'1': '0.9997', '10': '0.0000', '11-50': '0.0000', '2': '0.0003', '3': '0.0000', '4': '0.0000', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17003","cheetah"
"ASG0008imd","standing","0","0.9818","{'0': '0.9818', '1': '0.0182'}","17003","cheetah"
"ASG0008imd","resting","0","1.0000","{'0': '1.0000', '1': '0.0000'}","17003","cheetah"
"ASG0008imd","moving","1","0.9959","{'0': '0.0041', '1': '0.9959'}","17003","cheetah"
"ASG0008imd","eating","0","0.9997","{'0': '0.9997', '1': '0.0003'}","17003","cheetah"
"ASG0008imd","interacting","0","1.0000","{'0': '1.0000', '1': '0.0000'}","17003","cheetah"
"ASG0008imd","babies","0","0.9997","{'0': '0.9997', '1': '0.0003'}","17003","cheetah"
